,cod_tse,cod_ibge,nome_mun,uf,estado,12,13,14,15,16,21,22,27,30,44,80,status
0,00019,1100106,GUAJARÁ-MIRIM,RO,RONDÔNIA,"2,06","34,19","0,05","3,82","0,00","0,00","59,14","0,01","0,15","0,53","0,03",4
1,00035,1100205,PORTO VELHO,RO,RONDÔNIA,"2,94","34,21","0,11","4,55","0,02","0,03","56,83","0,02","0,42","0,81","0,04",4
2,00051,1100122,JI-PARANÁ,RO,RONDÔNIA,"1,92","24,24","0,08","3,08","0,02","0,03","69,79","0,01","0,26","0,55","0,02",4
3,00078,1100023,ARIQUEMES,RO,RONDÔNIA,"1,74","20,97","0,06","2,85","0,01","0,03","73,52","0,00","0,29","0,48","0,03",4
4,00094,1100049,CACOAL,RO,RONDÔNIA,"2,10","24,04","0,08","3,28","0,01","0,02","69,55","0,01","0,34","0,55","0,03",4
5,00116,1100189,PIMENTA BUENO,RO,RONDÔNIA,"1,73","24,76","0,05","2,90","0,02","0,03","69,79","0,01","0,23","0,47","0,01",4
6,00132,1100304,VILHENA,RO,RONDÔNIA,"1,72","22,22","0,09","3,24","0,02","0,03","71,86","0,01","0,31","0,47","0,02",4
7,00159,1100114,JARU,RO,RONDÔNIA,"1,77","23,45","0,07","2,78","0,01","0,05","70,98","0,00","0,16","0,72","0,01",4
8,00175,1100155,OURO PRETO DO OESTE,RO,RONDÔNIA,"2,23","28,02","0,05","2,95","0,00","0,05","66,01","0,01","0,13","0,53","0,02",4
9,00191,1100254,PRESIDENTE MÉDICI,RO,RONDÔNIA,"1,86","25,77","0,05","3,58","0,01","0,02","67,69","0,03","0,24","0,74","0,02",4
10,00213,1100080,COSTA MARQUES,RO,RONDÔNIA,"1,14","37,82","0,03","2,80","00,00","0,01","57,56","0,01","0,07","0,55","00,00",4
11,00230,1100064,COLORADO DO OESTE,RO,RONDÔNIA,"1,57","26,10","0,08","3,18","0,02","0,01","68,20","00,00","0,22","0,61","0,01",4
12,00256,1100098,ESPIGÃO DO OESTE,RO,RONDÔNIA,"1,68","24,08","0,08","2,71","0,01","0,02","70,56","00,00","0,19","0,66","00,00",4
13,00272,1100056,CEREJEIRAS,RO,RONDÔNIA,"1,51","19,93","0,05","2,93","00,00","0,04","74,73","0,01","0,13","0,64","0,02",4
14,00299,1100288,ROLIM DE MOURA,RO,RONDÔNIA,"2,20","25,97","0,06","2,89","0,03","0,03","67,92","0,01","0,19","0,68","0,02",4
15,00310,1100015,ALTA FLORESTA D&apos;OESTE,RO,RONDÔNIA,"1,39","28,98","0,07","2,75","0,01","0,03","65,86","0,01","0,08","0,82","0,01",4
16,00337,1100346,ALVORADA DO OESTE,RO,RONDÔNIA,"2,08","34,82","0,07","3,11","0,02","0,01","58,88","00,00","0,27","0,68","0,05",4
17,00353,1100296,SANTA LUZIA D&apos;OESTE,RO,RONDÔNIA,"1,72","33,00","0,04","3,81","00,00","00,00","60,20","00,00","0,15","1,07","0,02",4
18,00370,1100148,NOVA BRASILÂNDIA D&apos;OESTE,RO,RONDÔNIA,"2,09","27,13","0,07","2,78","0,03","00,00","67,30","00,00","0,05","0,56","00,00",4
19,00396,1100130,MACHADINHO D&apos;OESTE,RO,RONDÔNIA,"1,62","29,17","0,10","3,04","0,03","0,01","65,43","0,01","0,11","0,47","0,01",4
20,00418,1100320,SÃO MIGUEL DO GUAPORÉ,RO,RONDÔNIA,"1,98","31,61","0,06","3,33","0,01","0,01","62,21","00,00","0,12","0,67","00,00",4
21,00434,1100338,NOVA MAMORÉ,RO,RONDÔNIA,"1,50","23,10","0,02","1,71","0,02","0,01","73,21","00,00","0,08","0,35","0,01",4
22,00450,1100031,CABIXI,RO,RONDÔNIA,"1,25","32,32","0,06","2,87","00,00","0,03","62,76","0,03","0,28","0,40","00,00",4
23,00477,1100809,CANDEIAS DO JAMARI,RO,RONDÔNIA,"1,49","38,30","0,06","3,57","0,01","0,01","55,68","0,01","0,16","0,70","00,00",4
24,00493,1101104,ITAPUÃ DO OESTE,RO,RONDÔNIA,"2,24","38,16","0,09","3,20","00,00","00,00","55,47","00,00","0,22","0,60","0,02",4
25,00515,1100502,NOVO HORIZONTE DO OESTE,RO,RONDÔNIA,"2,01","34,85","0,04","3,50","00,00","00,00","58,81","0,02","0,13","0,64","00,00",4
26,00531,1100908,CASTANHEIRAS,RO,RONDÔNIA,"1,78","39,42","0,04","2,89","00,00","0,04","54,93","0,04","0,13","0,71","00,00",4
27,00558,1101807,VALE DO PARAÍSO,RO,RONDÔNIA,"2,09","34,87","0,11","2,32","0,02","0,02","59,93","00,00","0,02","0,60","00,00",4
28,00566,1101708,URUPÁ,RO,RONDÔNIA,"2,10","32,59","0,08","2,64","0,03","0,02","61,93","0,03","0,05","0,54","00,00",4
29,00574,1101302,MIRANTE DA SERRA,RO,RONDÔNIA,"2,15","36,58","0,09","2,52","0,02","0,02","58,18","00,00","0,08","0,36","00,00",4
30,00582,1101500,SERINGUEIRAS,RO,RONDÔNIA,"1,53","34,00","0,07","3,04","00,00","00,00","60,78","0,01","0,12","0,44","00,00",4
31,00590,1101609,THEOBROMA,RO,RONDÔNIA,"1,71","31,46","0,05","3,60","0,02","0,04","62,03","00,00","0,11","0,95","0,04",4
32,00604,1101203,MINISTRO ANDREAZZA,RO,RONDÔNIA,"1,90","34,00","0,11","2,68","00,00","00,00","60,58","00,00","0,15","0,58","00,00",4
33,00612,1101005,GOVERNADOR JORGE TEIXEIRA,RO,RONDÔNIA,"1,95","29,17","0,11","3,31","0,02","0,02","64,56","0,02","0,32","0,53","00,00",4
34,00620,1100601,CACAULÂNDIA,RO,RONDÔNIA,"1,23","24,73","00,00","3,49","0,03","0,03","69,97","0,07","0,14","0,31","00,00",4
35,00639,1100403,ALTO PARAÍSO,RO,RONDÔNIA,"1,43","24,29","0,06","2,08","0,01","0,02","71,62","0,01","0,18","0,30","00,00",4
36,00647,1100262,RIO CRESPO,RO,RONDÔNIA,"1,19","25,41","0,04","3,05","00,00","00,00","69,58","00,00","0,08","0,64","00,00",4
37,00655,1100072,CORUMBIARA,RO,RONDÔNIA,"2,07","35,42","0,05","3,43","00,00","00,00","58,10","00,00","0,12","0,82","00,00",4
38,00663,1101401,MONTE NEGRO,RO,RONDÔNIA,"1,47","25,36","0,06","3,17","0,01","00,00","69,39","00,00","0,03","0,52","00,00",4
39,00671,1100700,CAMPO NOVO DE RONDÔNIA,RO,RONDÔNIA,"1,67","27,29","0,09","3,34","00,00","0,02","66,84","00,00","0,11","0,62","0,02",4
40,00680,1100940,CUJUBIM,RO,RONDÔNIA,"1,08","23,35","0,15","2,26","0,03","0,03","72,28","0,01","0,18","0,61","0,03",4
41,00698,1101757,VALE DO ANARI,RO,RONDÔNIA,"2,02","28,09","0,02","3,40","00,00","0,04","65,84","00,00","0,11","0,45","0,02",4
42,00701,1101450,PARECIS,RO,RONDÔNIA,"2,05","39,17","0,04","2,54","00,00","00,00","55,10","00,00","0,16","0,94","00,00",4
43,00710,1101484,SÃO FELIPE D&apos;OESTE,RO,RONDÔNIA,"1,59","30,45","0,03","5,42","00,00","0,03","61,71","00,00","0,12","0,66","00,00",4
44,00728,1101476,PRIMAVERA DE RONDÔNIA,RO,RONDÔNIA,"2,19","26,48","0,09","2,96","00,00","0,05","67,73","00,00","0,14","0,36","00,00",4
45,00736,1100379,ALTO ALEGRE DOS PARECIS,RO,RONDÔNIA,"2,00","31,12","0,08","3,07","00,00","00,00","62,99","00,00","0,06","0,67","00,00",4
46,00744,1101435,NOVA UNIÃO,RO,RONDÔNIA,"1,87","43,11","0,02","1,77","00,00","0,02","52,48","00,00","0,20","0,52","00,00",4
47,00752,1101559,TEIXEIRÓPOLIS,RO,RONDÔNIA,"1,31","37,18","0,03","2,22","00,00","0,03","58,69","00,00","0,03","0,50","00,00",4
48,00779,1100452,BURITIS,RO,RONDÔNIA,"1,54","20,90","0,05","2,12","00,00","0,03","74,63","00,00","0,17","0,55","0,01",4
49,00787,1101468,PIMENTEIRAS DO OESTE,RO,RONDÔNIA,"1,08","33,85","0,13","3,64","00,00","00,00","60,82","00,00","00,00","0,40","0,07",4
50,00795,1101492,SÃO FRANCISCO DO GUAPORÉ,RO,RONDÔNIA,"1,41","28,59","0,05","2,46","00,00","0,01","66,91","0,01","0,04","0,49","0,01",4
51,00809,1100924,CHUPINGUAIA,RO,RONDÔNIA,"1,37","33,46","0,06","2,09","00,00","0,08","62,37","00,00","0,18","0,40","00,00",4
52,01007,1200138,BUJARI,AC,ACRE,"2,71","29,33","0,12","4,90","0,01","0,03","62,03","00,00","0,07","0,80","00,00",4
53,01015,1200179,CAPIXABA,AC,ACRE,"2,00","27,12","00,00","4,39","00,00","0,02","65,61","00,00","0,10","0,77","00,00",4
54,01023,1200807,PORTO ACRE,AC,ACRE,"1,64","24,27","0,06","4,51","0,01","0,03","68,84","0,01","0,12","0,52","00,00",4
55,01031,1200435,SANTA ROSA DO PURUS,AC,ACRE,"1,75","53,89","0,08","2,30","00,00","00,00","40,83","00,00","0,12","1,03","00,00",1
56,01040,1200351,MARECHAL THAUMATURGO,AC,ACRE,"2,79","40,18","0,04","5,37","0,01","0,01","51,45","00,00","0,01","0,12","0,01",4
57,01058,1200104,BRASILÉIA,AC,ACRE,"1,76","29,50","0,03","3,51","0,01","0,03","64,67","0,02","0,08","0,37","0,01",4
58,01066,1200393,PORTO WALTER,AC,ACRE,"3,89","48,34","0,11","8,20","00,00","0,02","38,94","00,00","0,02","0,49","00,00",2
59,01074,1200203,CRUZEIRO DO SUL,AC,ACRE,"2,80","23,83","0,07","4,17","0,01","0,04","68,53","0,00","0,16","0,38","0,01",4
60,01082,1200427,RODRIGUES ALVES,AC,ACRE,"1,86","20,74","0,03","2,97","00,00","0,01","73,89","0,01","0,09","0,39","00,00",4
61,01090,1200336,MÂNCIO LIMA,AC,ACRE,"1,51","31,59","0,06","3,23","0,01","0,04","63,15","0,01","0,08","0,31","0,01",4
62,01104,1200328,JORDÃO,AC,ACRE,"2,99","55,08","0,05","3,91","0,02","0,05","37,71","00,00","0,05","0,15","00,00",1
63,01112,1200252,EPITACIOLÂNDIA,AC,ACRE,"1,47","26,82","0,06","3,90","0,02","0,02","67,18","00,00","0,04","0,48","0,01",4
64,01120,1200013,ACRELÂNDIA,AC,ACRE,"1,64","21,30","0,08","2,70","0,01","00,00","73,59","00,00","0,15","0,52","00,00",4
65,01139,1200302,FEIJÓ,AC,ACRE,"2,45","52,10","0,01","4,17","0,01","0,04","40,68","00,00","0,07","0,45","0,01",1
66,01392,1200401,RIO BRANCO,AC,ACRE,"3,38","26,30","0,08","5,17","0,02","0,04","64,03","0,02","0,29","0,65","0,03",4
67,01457,1200500,SENA MADUREIRA,AC,ACRE,"2,17","26,67","0,09","4,47","0,00","0,01","65,72","0,01","0,11","0,75","0,00",4
68,01473,1200609,TARAUACÁ,AC,ACRE,"2,93","43,45","0,03","3,63","0,04","0,02","49,42","0,01","0,05","0,42","00,00",3
69,01490,1200708,XAPURI,AC,ACRE,"1,79","40,32","0,02","2,34","0,01","0,03","54,94","00,00","0,06","0,47","0,01",4
70,01511,1200385,PLÁCIDO DE CASTRO,AC,ACRE,"2,01","26,01","0,06","5,21","00,00","0,01","66,12","00,00","0,12","0,46","00,00",4
71,01538,1200450,SENADOR GUIOMARD,AC,ACRE,"2,54","25,61","0,02","4,75","00,00","0,01","66,40","0,01","0,10","0,55","00,00",4
72,01554,1200344,MANOEL URBANO,AC,ACRE,"2,06","37,86","0,04","2,28","00,00","0,09","56,76","0,02","0,05","0,85","00,00",4
73,01570,1200054,ASSIS BRASIL,AC,ACRE,"0,90","41,12","0,04","2,24","0,10","0,02","55,31","00,00","0,04","0,23","00,00",4
74,02003,1300144,APUÍ,AM,AMAZONAS,"1,14","36,97","0,01","2,20","00,00","0,01","58,94","00,00","0,14","0,58","00,00",4
75,02011,1303205,NOVO AIRÃO,AM,AMAZONAS,"1,58","51,73","0,03","3,33","0,01","0,01","42,22","00,00","0,13","0,94","0,01",1
76,02020,1301654,GUAJARÁ,AM,AMAZONAS,"1,82","40,40","0,05","3,12","00,00","0,06","53,53","00,00","0,05","0,95","0,01",4
77,02038,1300102,ANORI,AM,AMAZONAS,"0,90","56,55","0,01","3,97","0,01","00,00","37,90","0,01","0,09","0,56","00,00",1
78,02046,1301159,CAREIRO DA VÁRZEA,AM,AMAZONAS,"1,34","60,26","0,07","4,23","0,02","00,00","33,00","00,00","0,11","0,94","0,03",1
79,02054,1300201,ATALAIA DO NORTE,AM,AMAZONAS,"1,27","77,92","0,02","2,54","00,00","0,02","17,33","0,02","00,00","0,89","00,00",1
80,02070,1300300,AUTAZES,AM,AMAZONAS,"1,30","63,44","0,04","2,32","0,00","0,02","32,06","00,00","0,04","0,76","0,01",1
81,02097,1300409,BARCELOS,AM,AMAZONAS,"1,33","63,28","0,01","2,95","0,03","0,01","31,12","00,00","0,01","1,26","00,00",1
82,02119,1300508,BARREIRINHA,AM,AMAZONAS,"0,94","89,19","0,05","1,92","0,01","0,01","7,33","00,00","0,01","0,53","00,00",1
83,02135,1300607,BENJAMIN CONSTANT,AM,AMAZONAS,"0,88","82,04","0,02","2,18","00,00","0,01","14,24","0,01","0,05","0,57","00,00",1
84,02151,1300706,BOCA DO ACRE,AM,AMAZONAS,"1,40","45,98","0,06","2,66","00,00","0,03","48,56","0,01","0,04","1,26","0,01",3
85,02178,1300805,BORBA,AM,AMAZONAS,"1,14","76,37","0,04","1,81","0,01","0,01","19,86","0,01","0,09","0,68","00,00",1
86,02194,1300904,CANUTAMA,AM,AMAZONAS,"1,33","56,17","0,03","2,48","0,01","00,00","38,91","0,03","0,04","0,97","0,03",1
87,02216,1301001,CARAUARI,AM,AMAZONAS,"1,44","73,98","0,02","3,94","00,00","0,03","19,54","0,01","0,03","1,01","0,01",1
88,02232,1301100,CAREIRO,AM,AMAZONAS,"1,40","61,29","0,05","4,14","0,01","0,02","32,09","0,01","0,11","0,87","0,01",1
89,02259,1301209,COARI,AM,AMAZONAS,"1,30","58,30","0,03","3,10","0,00","0,01","36,26","0,02","0,08","0,88","0,01",1
90,02275,1301308,CODAJÁS,AM,AMAZONAS,"1,12","59,08","0,06","1,83","00,00","0,01","37,14","00,00","0,11","0,63","0,01",1
91,02291,1301407,EIRUNEPÉ,AM,AMAZONAS,"1,00","71,08","0,04","3,78","00,00","0,03","23,05","00,00","0,08","0,94","00,00",1
92,02313,1301506,ENVIRA,AM,AMAZONAS,"1,92","69,27","0,05","4,66","00,00","0,01","22,87","0,04","0,05","1,08","0,03",1
93,02330,1301605,FONTE BOA,AM,AMAZONAS,"0,85","74,26","0,03","2,76","00,00","00,00","21,41","0,01","0,04","0,65","00,00",1
94,02356,1301704,HUMAITÁ,AM,AMAZONAS,"1,61","52,64","0,03","3,68","0,00","0,03","41,08","0,01","0,17","0,73","0,03",1
95,02372,1303601,SANTA ISABEL DO RIO NEGRO,AM,AMAZONAS,"1,45","70,97","0,04","3,21","00,00","00,00","23,26","00,00","0,04","1,04","00,00",1
96,02399,1301803,IPIXUNA,AM,AMAZONAS,"1,63","64,33","0,11","4,72","0,01","0,03","27,71","00,00","0,03","1,44","00,00",1
97,02410,1301902,ITACOATIARA,AM,AMAZONAS,"1,87","61,96","0,04","3,86","0,01","0,02","31,47","0,01","0,11","0,63","0,01",1
98,02437,1302009,ITAPIRANGA,AM,AMAZONAS,"1,21","57,85","0,03","1,70","0,02","00,00","38,52","0,02","0,03","0,63","00,00",1
99,02453,1302108,JAPURÁ,AM,AMAZONAS,"1,23","56,35","0,03","6,86","00,00","00,00","34,68","00,00","0,06","0,78","00,00",1
100,02470,1302207,JURUÁ,AM,AMAZONAS,"1,94","58,68","0,06","5,05","00,00","0,02","33,16","00,00","0,08","1,01","00,00",1
101,02496,1302306,JUTAÍ,AM,AMAZONAS,"1,39","69,96","0,05","5,02","00,00","0,02","22,55","0,01","0,12","0,88","00,00",1
102,02518,1302405,LÁBREA,AM,AMAZONAS,"1,19","63,84","0,07","3,22","0,01","0,01","30,75","0,02","0,09","0,81","00,00",1
103,02534,1302504,MANACAPURU,AM,AMAZONAS,"1,48","54,10","0,03","2,87","0,01","0,01","40,65","0,01","0,10","0,74","0,00",1
104,02550,1302603,MANAUS,AM,AMAZONAS,"2,80","37,02","0,09","5,15","0,03","0,03","53,55","0,02","0,39","0,89","0,04",4
105,02577,1302702,MANICORÉ,AM,AMAZONAS,"1,28","63,91","0,02","3,05","0,00","0,00","30,91","00,00","0,07","0,74","00,00",1
106,02593,1302801,MARAÃ,AM,AMAZONAS,"0,80","70,06","0,07","2,56","0,03","00,00","25,70","0,02","0,05","0,70","00,00",1
107,02615,1302900,MAUÉS,AM,AMAZONAS,"1,14","82,97","0,02","1,44","00,00","0,01","13,80","0,00","0,04","0,57","0,01",1
108,02631,1303007,NHAMUNDÁ,AM,AMAZONAS,"0,94","83,94","0,03","1,56","00,00","0,02","13,08","00,00","0,04","0,40","00,00",1
109,02658,1303106,NOVA OLINDA DO NORTE,AM,AMAZONAS,"1,42","76,89","0,01","2,96","00,00","0,01","18,00","0,01","0,06","0,64","0,01",1
110,02674,1303304,NOVO ARIPUANÃ,AM,AMAZONAS,"1,11","73,81","00,00","2,44","0,01","00,00","21,92","00,00","0,07","0,64","00,00",1
111,02690,1303403,PARINTINS,AM,AMAZONAS,"1,73","79,54","0,04","3,38","0,00","0,01","14,59","0,01","0,10","0,58","0,01",1
112,02712,1303502,PAUINI,AM,AMAZONAS,"1,40","68,72","0,03","1,77","00,00","0,03","26,99","00,00","0,08","0,98","0,01",1
113,02739,1303700,SANTO ANTÔNIO DO IÇÁ,AM,AMAZONAS,"1,23","71,47","0,03","2,30","0,01","00,00","24,30","0,02","0,02","0,62","0,01",1
114,02755,1303908,SÃO PAULO DE OLIVENÇA,AM,AMAZONAS,"0,89","81,40","0,01","2,87","00,00","0,01","13,87","0,01","0,03","0,91","00,00",1
115,02771,1304005,SILVES,AM,AMAZONAS,"1,01","79,89","0,02","2,40","00,00","00,00","16,18","0,02","0,09","0,39","0,02",1
116,02798,1304104,TAPAUÁ,AM,AMAZONAS,"1,54","50,04","0,01","3,06","00,00","0,01","44,31","00,00","0,02","1,00","0,01",1
117,02810,1304203,TEFÉ,AM,AMAZONAS,"1,02","62,59","0,02","2,76","0,00","0,01","32,82","0,01","0,06","0,70","0,00",1
118,02836,1303809,SÃO GABRIEL DA CACHOEIRA,AM,AMAZONAS,"0,83","79,12","0,02","1,97","0,03","0,01","17,52","00,00","0,02","0,49","00,00",1
119,02852,1304302,URUCARÁ,AM,AMAZONAS,"1,30","75,78","00,00","2,35","0,02","0,01","19,99","00,00","0,08","0,46","00,00",1
120,02879,1304401,URUCURITUBA,AM,AMAZONAS,"0,64","78,62","0,04","1,40","0,02","00,00","18,78","00,00","0,03","0,47","00,00",1
121,02895,1300029,ALVARÃES,AM,AMAZONAS,"0,74","70,80","0,02","4,13","00,00","0,01","23,51","0,01","0,01","0,75","00,00",1
122,02917,1300060,AMATURÁ,AM,AMAZONAS,"1,63","73,02","00,00","2,57","00,00","00,00","21,73","0,02","0,06","0,93","0,04",1
123,02933,1300086,ANAMÃ,AM,AMAZONAS,"1,02","61,68","00,00","4,57","00,00","0,03","32,06","00,00","0,05","0,60","00,00",1
124,02950,1300631,BERURI,AM,AMAZONAS,"1,19","62,57","0,03","1,76","0,02","0,02","33,39","0,01","00,00","1,01","00,00",1
125,02976,1300680,BOA VISTA DO RAMOS,AM,AMAZONAS,"0,70","86,44","0,03","1,93","00,00","00,00","10,30","00,00","0,06","0,53","00,00",1
126,02992,1300839,CAAPIRANGA,AM,AMAZONAS,"1,44","65,05","0,03","2,52","00,00","00,00","30,20","00,00","0,03","0,74","00,00",1
127,03000,1400233,CAROEBE,RR,RORAIMA,"1,50","19,46","0,04","3,21","0,04","0,04","75,41","00,00","0,11","0,20","00,00",4
128,03018,1400100,BOA VISTA,RR,RORAIMA,"2,72","19,12","0,07","4,91","0,03","0,02","72,26","0,02","0,37","0,46","0,03",4
129,03026,1400282,IRACEMA,RR,RORAIMA,"1,06","29,46","0,02","4,56","0,04","00,00","64,55","00,00","0,10","0,17","0,04",4
130,03034,1400209,CARACARAÍ,RR,RORAIMA,"2,02","28,10","0,06","3,34","0,02","0,01","65,98","0,01","0,12","0,33","0,01",4
131,03042,1400027,AMAJARI,RR,RORAIMA,"1,55","21,75","0,05","3,25","00,00","00,00","73,03","00,00","0,07","0,29","00,00",4
132,03050,1400050,ALTO ALEGRE,RR,RORAIMA,"1,42","26,04","0,08","4,40","0,01","00,00","67,59","00,00","0,06","0,41","00,00",4
133,03069,1400175,CANTÁ,RR,RORAIMA,"1,85","26,41","0,04","4,50","0,01","00,00","66,76","0,01","0,14","0,28","00,00",4
134,03077,1400159,BONFIM,RR,RORAIMA,"1,14","30,73","0,05","2,93","0,01","0,04","64,92","00,00","0,06","0,13","00,00",4
135,03085,1400472,RORAINÓPOLIS,RR,RORAIMA,"1,79","26,99","0,09","3,34","00,00","0,02","67,35","0,01","0,12","0,29","00,00",4
136,03093,1400308,MUCAJAÍ,RR,RORAIMA,"1,13","21,92","0,02","3,54","00,00","00,00","73,08","00,00","0,10","0,20","0,02",4
137,03107,1400704,UIRAMUTÃ,RR,RORAIMA,"0,46","66,62","00,00","1,24","00,00","0,02","31,62","00,00","00,00","0,04","00,00",1
138,03115,1400407,NORMANDIA,RR,RORAIMA,"0,75","40,92","0,05","1,97","00,00","0,02","56,09","00,00","0,05","0,17","00,00",4
139,03123,1400456,PACARAIMA,RR,RORAIMA,"1,54","34,16","0,09","2,34","0,01","0,01","61,51","0,01","0,06","0,22","0,03",4
140,03131,1400506,SÃO JOÃO DA BALIZA,RR,RORAIMA,"1,04","33,02","0,05","4,56","0,02","0,05","60,76","00,00","0,19","0,29","0,02",4
141,03158,1400605,SÃO LUIZ,RR,RORAIMA,"1,71","28,86","0,10","3,40","00,00","0,06","65,53","0,02","0,02","0,28","0,02",4
142,04006,1503093,GOIANÉSIA DO PARÁ,PA,PARÁ,"1,87","56,42","0,05","3,16","0,03","0,01","38,11","0,01","0,04","0,29","00,00",1
143,04014,1500107,ABAETETUBA,PA,PARÁ,"1,78","71,99","0,04","3,13","0,01","0,01","22,65","0,01","0,07","0,31","0,01",1
144,04022,1507953,TAILÂNDIA,PA,PARÁ,"2,01","52,33","0,05","2,90","0,01","0,03","42,25","0,01","0,06","0,34","0,01",1
145,04030,1500206,ACARÁ,PA,PARÁ,"1,68","65,36","0,05","5,14","0,03","0,01","27,05","0,00","0,06","0,61","0,01",1
146,04049,1501576,BOM JESUS DO TOCANTINS,PA,PARÁ,"1,67","53,49","0,08","3,40","0,02","0,01","40,96","00,00","0,09","0,26","00,00",1
147,04057,1500305,AFUÁ,PA,PARÁ,"2,77","61,62","0,08","7,05","0,03","0,03","27,89","0,01","0,06","0,44","00,00",1
148,04065,1507474,SÃO JOÃO DE PIRABAS,PA,PARÁ,"2,14","67,29","0,04","3,98","0,01","0,01","26,31","00,00","0,02","0,18","0,01",1
149,04073,1500404,ALENQUER,PA,PARÁ,"2,23","48,41","0,03","4,62","0,01","0,01","44,30","00,00","0,06","0,34","00,00",2
150,04081,1508084,TUCUMÃ,PA,PARÁ,"1,70","34,22","0,04","2,09","0,01","0,01","61,61","0,01","0,13","0,18","0,00",4
151,04090,1500503,ALMEIRIM,PA,PARÁ,"1,55","67,83","0,05","2,76","0,01","0,02","27,63","00,00","0,04","0,10","0,01",1
152,04103,1504059,MÃE DO RIO,PA,PARÁ,"2,84","52,39","0,07","3,84","0,01","0,02","40,53","0,02","0,04","0,23","0,01",1
153,04111,1500602,ALTAMIRA,PA,PARÁ,"2,15","36,90","0,06","2,69","0,01","0,02","57,77","0,01","0,10","0,30","0,00",4
154,04120,1502954,ELDORADO DOS CARAJÁS,PA,PARÁ,"1,82","49,20","0,06","3,11","0,01","0,03","45,58","00,00","0,03","0,15","0,01",2
155,04138,1500701,ANAJÁS,PA,PARÁ,"3,19","46,59","0,09","5,21","0,01","0,03","44,42","0,01","0,05","0,38","0,02",2
156,04146,1506559,SANTA LUZIA DO PARÁ,PA,PARÁ,"2,39","71,01","0,03","3,48","0,01","0,02","22,79","00,00","0,04","0,20","0,01",1
157,04154,1500800,ANANINDEUA,PA,PARÁ,"3,48","45,34","0,08","6,46","0,04","0,03","43,59","0,02","0,25","0,67","0,05",2
158,04162,1505494,PALESTINA DO PARÁ,PA,PARÁ,"1,33","58,56","0,02","2,63","0,02","00,00","37,27","00,00","0,04","0,11","0,02",1
159,04170,1500909,AUGUSTO CORRÊA,PA,PARÁ,"4,01","67,66","0,05","4,38","0,01","0,01","23,51","00,00","0,08","0,28","0,01",1
160,04189,1503457,IPIXUNA DO PARÁ,PA,PARÁ,"2,06","63,78","0,06","3,39","0,01","0,03","30,45","00,00","0,03","0,18","0,01",1
161,04197,1501006,AVEIRO,PA,PARÁ,"1,60","58,27","0,06","3,45","0,02","0,01","36,30","0,01","0,04","0,23","00,00",1
162,04200,1503754,JACAREACANGA,PA,PARÁ,"1,16","49,73","0,10","3,31","0,02","0,01","45,23","00,00","0,03","0,40","00,00",2
163,04219,1501105,BAGRE,PA,PARÁ,"1,39","75,41","0,06","3,15","00,00","0,01","19,81","0,02","0,01","0,14","0,01",1
164,04227,1501725,BRASIL NOVO,PA,PARÁ,"1,74","32,50","0,07","2,64","00,00","0,03","62,65","0,02","0,06","0,30","00,00",4
165,04235,1501204,BAIÃO,PA,PARÁ,"1,61","72,53","0,04","3,17","0,01","0,01","22,36","0,00","0,02","0,24","0,01",1
166,04243,1506351,SANTA BÁRBARA DO PARÁ,PA,PARÁ,"2,25","52,90","0,09","5,65","0,02","00,00","38,43","00,00","0,19","0,47","0,01",1
167,04251,1501303,BARCARENA,PA,PARÁ,"2,67","61,09","0,05","4,62","0,01","0,02","30,81","0,01","0,14","0,57","0,01",1
168,04260,1500347,ÁGUA AZUL DO NORTE,PA,PARÁ,"1,73","41,02","00,00","2,26","00,00","0,03","54,68","00,00","0,11","0,16","0,01",4
169,04278,1501402,BELÉM,PA,PARÁ,"3,33","45,74","0,09","6,54","0,04","0,03","43,21","0,01","0,29","0,66","0,06",2
170,04286,1508050,TRAIRÃO,PA,PARÁ,"1,29","32,44","0,05","2,17","00,00","0,02","63,73","00,00","0,07","0,23","00,00",4
171,04294,1501501,BENEVIDES,PA,PARÁ,"2,16","51,79","0,05","5,06","0,02","0,01","40,25","0,00","0,12","0,51","0,02",1
172,04308,1505551,PAU D&apos;ARCO,PA,PARÁ,"2,87","45,04","0,02","2,85","0,02","0,04","48,99","0,06","0,02","0,11","00,00",3
173,04316,1501600,BONITO,PA,PARÁ,"2,36","67,75","0,09","4,93","0,02","00,00","24,52","00,00","0,02","0,31","00,00",1
174,04324,1508126,ULIANÓPOLIS,PA,PARÁ,"1,37","50,51","0,07","2,05","0,01","0,02","45,70","0,01","0,06","0,18","0,01",1
175,04332,1501709,BRAGANÇA,PA,PARÁ,"3,84","58,35","0,04","4,24","0,01","0,02","32,87","0,00","0,09","0,51","0,01",1
176,04340,1500958,AURORA DO PARÁ,PA,PARÁ,"1,86","68,72","0,04","3,82","0,01","0,01","25,12","0,02","0,08","0,30","00,00",1
177,04359,1501808,BREVES,PA,PARÁ,"2,80","60,26","0,06","3,34","0,02","0,02","33,14","0,00","0,05","0,30","0,01",1
178,04367,1507979,TERRA SANTA,PA,PARÁ,"1,93","56,86","0,03","3,01","0,01","0,01","37,91","00,00","0,03","0,20","00,00",1
179,04375,1501907,BUJARU,PA,PARÁ,"1,48","67,23","0,05","4,47","0,01","0,03","26,30","00,00","0,04","0,38","0,01",1
